3	7	1	100	100	100	100	0.9982	0.0029	0.02
7	10	1	100	100	100	100	0.9982	0.0029	0.01
10	7000	1	100	100	100	100	0.9982	0.0029	0.002
7000	999999999	1	100	100	100	100	0.9982	0.0029	0.002
3	7	2	100	100	100	100	0.9971	0.0019	0.02
7	10	2	100	100	100	100	0.9971	0.0019	0.01
10	7000	2	100	100	100	100	0.9971	0.0019	0.002
7000	999999999	2	100	100	100	100	0.9971	0.0019	0.002
3	7	3	100	100	100	100	0.9982	0.0029	0.02
7	10	3	100	100	100	100	0.9982	0.0029	0.01
10	7000	3	100	100	100	100	0.9982	0.0029	0.002
7000	999999999	3	100	100	100	100	0.9982	0.0029	0.002
3	7	4	100	100	100	100	0.9826	0.004	0.02
7	10	4	100	100	100	100	0.9826	0.004	0.01
10	7000	4	100	100	100	100	0.9826	0.004	0.002
7000	999999999	4	100	100	100	100	0.9826	0.004	0.002
3	7	5	100	100	100	100	0.9966	0.0023	0.02
7	10	5	100	100	100	100	0.9966	0.0023	0.01
10	7000	5	100	100	100	100	0.9966	0.0023	0.002
7000	999999999	5	100	100	100	100	0.9966	0.0023	0.002
3	7	6	100	100	100	100	0.9902	0.0017	0.02
7	10	6	100	100	100	100	0.9902	0.0017	0.01
10	7000	6	100	100	100	100	0.9902	0.0017	0.002
7000	999999999	6	100	100	100	100	0.9902	0.0017	0.002
3	7	7	100	100	100	100	0.9903	0.0016	0.02
7	10	7	100	100	100	100	0.9903	0.0016	0.01
10	7000	7	100	100	100	100	0.9903	0.0016	0.002
7000	999999999	7	100	100	100	100	0.9903	0.0016	0.002
3	7	8	100	100	100	100	1.0004	0.0019	0.02
7	10	8	100	100	100	100	1.0004	0.0019	0.01
10	7000	8	100	100	100	100	1.0004	0.0019	0.002
7000	999999999	8	100	100	100	100	1.0004	0.0019	0.002
3	7	9	100	100	100	100	0.9989	0.0042	0.02
7	10	9	100	100	100	100	0.9989	0.0042	0.01
10	7000	9	100	100	100	100	0.9989	0.0042	0.002
7000	999999999	9	100	100	100	100	0.9989	0.0042	0.002
3	7	10	100	100	100	100	0.9942	0.003	0.02
7	10	10	100	100	100	100	0.9942	0.003	0.01
10	7000	10	100	100	100	100	0.9942	0.003	0.002
7000	999999999	10	100	100	100	100	0.9942	0.003	0.002
3	7	-1	100	100	100	100	0.9996	0.0031	0.02
7	10	-1	100	100	100	100	0.9996	0.0031	0.01
10	7000	-1	100	100	100	100	0.9996	0.0031	0.002
7000	999999999	-1	100	100	100	100	0.9996	0.0031	0.002
3	7	-2	100	100	100	100	1.0012	0.0018	0.02
7	10	-2	100	100	100	100	1.0012	0.0018	0.01
10	7000	-2	100	100	100	100	1.0012	0.0018	0.002
7000	999999999	-2	100	100	100	100	1.0012	0.0018	0.002
3	7	-3	100	100	100	100	1.0003	0.003	0.02
7	10	-3	100	100	100	100	1.0003	0.003	0.01
10	7000	-3	100	100	100	100	1.0003	0.003	0.002
7000	999999999	-3	100	100	100	100	1.0003	0.003	0.002
3	7	-4	100	100	100	100	0.9998	0.0034	0.02
7	10	-4	100	100	100	100	0.9998	0.0034	0.01
10	7000	-4	100	100	100	100	0.9998	0.0034	0.002
7000	999999999	-4	100	100	100	100	0.9998	0.0034	0.002
3	7	-5	100	100	100	100	0.9925	0.0023	0.02
7	10	-5	100	100	100	100	0.9925	0.0023	0.01
10	7000	-5	100	100	100	100	0.9925	0.0023	0.002
7000	999999999	-5	100	100	100	100	0.9925	0.0023	0.002
3	7	-6	100	100	100	100	0.9919	0.0017	0.02
7	10	-6	100	100	100	100	0.9919	0.0017	0.01
10	7000	-6	100	100	100	100	0.9919	0.0017	0.002
7000	999999999	-6	100	100	100	100	0.9919	0.0017	0.002
3	7	-7	100	100	100	100	0.9978	0.0014	0.02
7	10	-7	100	100	100	100	0.9978	0.0014	0.01
10	7000	-7	100	100	100	100	0.9978	0.0014	0.002
7000	999999999	-7	100	100	100	100	0.9978	0.0014	0.002
3	7	-8	100	100	100	100	1.0032	0.0027	0.02
7	10	-8	100	100	100	100	1.0032	0.0027	0.01
10	7000	-8	100	100	100	100	1.0032	0.0027	0.002
7000	999999999	-8	100	100	100	100	1.0032	0.0027	0.002
3	7	-9	100	100	100	100	0.9812	0.0038	0.02
7	10	-9	100	100	100	100	0.9812	0.0038	0.01
10	7000	-9	100	100	100	100	0.9812	0.0038	0.002
7000	999999999	-9	100	100	100	100	0.9812	0.0038	0.002
3	7	-10	100	100	100	100	0.9853	0.0027	0.02
7	10	-10	100	100	100	100	0.9853	0.0027	0.01
10	7000	-10	100	100	100	100	0.9853	0.0027	0.002
7000	999999999	-10	100	100	100	100	0.9853	0.0027	0.002
